track,artist,valence_tags,arousal_tags,dominance_tags,genre,emotion,tags_with_weights,tag_text
Light's On,Secret Machines,3.725,2.095,3.5,indie rock,sad,"[('indie rock', 100), ('seen live', 80), ('indie', 80), ('rock', 80), ('electronic', 40), ('space rock', 40), ('loved', 40), ('Favourites', 40), ('Future Rock', 40), ('Party on', 40), ('Progressive rock', 20), ('beautiful', 20), ('Driving', 20), ('download', 20), ('holy moly', 20), ('optimistic', 20), ('Workout', 20), ('2000s', 20), ('eclectonia', 20), ('evening', 20)]",indie rock indie rock indie rock indie rock indie rock indie rock indie rock indie rock indie rock indie rock seen live seen live seen live seen live seen live seen live seen live seen live indie indie indie indie indie indie indie indie rock rock rock rock rock rock rock rock electronic electronic electronic electronic space rock space rock space rock space rock loved loved loved loved Favourites Favourites Favourites Favourites Future Rock Future Rock Future Rock Future Rock Party on Party on Party on Party on Progressive rock Progressive rock beautiful beautiful Driving Driving download download holy moly holy moly optimistic optimistic Workout Workout 2000s 2000s eclectonia eclectonia evening evening
Saturday Night,McFly,7.569999999999999,6.1,5.8100000000000005,pop,happy,"[('pop', 100), ('pop rock', 100), ('McFly', 100), ('british', 75), ('rock', 63), ('rock n roll', 63), ('britpop', 50), ('power pop', 13), ('UK', 13), ('easy listening', 13), ('Energetic', 13), ('party', 13), ('pop punk', 13), ('Garage Rock', 13), ('good', 13), ('male vocalists', 13), ('guilty pleasure', 13), ('Saturday', 13), ('United Kingdom', 13), ('party rock', 13)]",pop pop pop pop pop pop pop pop pop pop pop rock pop rock pop rock pop rock pop rock pop rock pop rock pop rock pop rock pop rock McFly McFly McFly McFly McFly McFly McFly McFly McFly McFly british british british british british british british rock rock rock rock rock rock rock n roll rock n roll rock n roll rock n roll rock n roll rock n roll britpop britpop britpop britpop britpop power pop UK easy listening Energetic party pop punk Garage Rock good male vocalists guilty pleasure Saturday United Kingdom party rock
my head is in the couch so don't cut it off,5 Animals At The Zoo Eating Grass,5.054,5.376,5.328,noise,happy,"[('noise', 100), ('experimental', 100), ('strange', 100), ('weird', 100), ('avant garde', 100), ('Avant-Garde', 100), ('no wave', 100), ('check out', 100), ('noisecore', 100), ('post noise', 100), ('indie', 75), ('jazz', 75), ('instrumental', 75), ('punk', 75), ('alternative', 75), ('industrial', 75), ('new wave', 75), ('Fusion', 75), ('acid jazz', 75), ('psychedelic', 75)]",noise noise noise noise noise noise noise noise noise noise experimental experimental experimental experimental experimental experimental experimental experimental experimental experimental strange strange strange strange strange strange strange strange strange strange weird weird weird weird weird weird weird weird weird weird avant garde avant garde avant garde avant garde avant garde avant garde avant garde avant garde avant garde avant garde Avant-Garde Avant-Garde Avant-Garde Avant-Garde Avant-Garde Avant-Garde Avant-Garde Avant-Garde Avant-Garde Avant-Garde no wave no wave no wave no wave no wave no wave no wave no wave no wave no wave check out check out check out check out check out check out check out check out check out check out noisecore noisecore noisecore noisecore noisecore noisecore noisecore noisecore noisecore noisecore post noise post noise post noise post noise post noise post noise post noise post noise post noise post noise indie indie indie indie indie indie indie jazz jazz jazz jazz jazz jazz jazz instrumental instrumental instrumental instrumental instrumental instrumental instrumental punk punk punk punk punk punk punk alternative alternative alternative alternative alternative alternative alternative industrial industrial industrial industrial industrial industrial industrial new wave new wave new wave new wave new wave new wave new wave Fusion Fusion Fusion Fusion Fusion Fusion Fusion acid jazz acid jazz acid jazz acid jazz acid jazz acid jazz acid jazz psychedelic psychedelic psychedelic psychedelic psychedelic psychedelic psychedelic
Flowers Were Real,Esa,3.44,5.63,4.04,unknown,sad,"[('Harsh', 100)]",Harsh Harsh Harsh Harsh Harsh Harsh Harsh Harsh Harsh Harsh
All These Arms,Marching Church,4.115,3.705,3.88,punk,sad,"[('punk', 100), ('dark', 100), ('post-punk', 100), ('gloomy', 100)]",punk punk punk punk punk punk punk punk punk punk dark dark dark dark dark dark dark dark dark dark post-punk post-punk post-punk post-punk post-punk post-punk post-punk post-punk post-punk post-punk gloomy gloomy gloomy gloomy gloomy gloomy gloomy gloomy gloomy gloomy
Slipping Away,Michael Andrews,4.866746987951807,3.8590361445783135,4.547590361445783,soundtrack,sad,"[('Soundtrack', 100), ('Donnie Darko', 56), ('instrumental', 49), ('ambient', 42), ('dark ambient', 42), ('chillout', 21), ('piano', 21), ('Dreamy', 21), ('ost', 21), ('soundtrackgdchill', 21), ('haunting', 14), ('chill', 11), ('beautiful', 11), ('Soundtracks', 11), ('melancholy', 11), ('ethereal', 11), ('halloween', 11), ('creepy', 11), ('absolutely beautiful', 11), ('dark', 7)]",Soundtrack Soundtrack Soundtrack Soundtrack Soundtrack Soundtrack Soundtrack Soundtrack Soundtrack Soundtrack Donnie Darko Donnie Darko Donnie Darko Donnie Darko Donnie Darko instrumental instrumental instrumental instrumental ambient ambient ambient ambient dark ambient dark ambient dark ambient dark ambient chillout chillout piano piano Dreamy Dreamy ost ost soundtrackgdchill soundtrackgdchill haunting chill beautiful Soundtracks melancholy ethereal halloween creepy absolutely beautiful
Get On Your Knees,Necro,2.8466666666666667,2.8833333333333337,3.2666666666666666,hip hop,sad,"[('hip hop', 100), ('rap', 100), ('Hip-Hop', 67), ('underground hip-hop', 50), ('hiphop', 50), ('underground hip hop', 50), ('Death Rap', 50), ('underground hiphop', 50), ('Necro', 50), ('turntablism', 34), ('sex', 34), ('rapcore', 34), ('nice rapshit', 34), ('funny shit', 34), ('oral sex', 34), ('oral', 34), ('electronica', 17), ('indie', 17), ('albums I own', 17), ('underground rap', 17)]",hip hop hip hop hip hop hip hop hip hop hip hop hip hop hip hop hip hop hip hop rap rap rap rap rap rap rap rap rap rap Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop underground hip-hop underground hip-hop underground hip-hop underground hip-hop underground hip-hop hiphop hiphop hiphop hiphop hiphop underground hip hop underground hip hop underground hip hop underground hip hop underground hip hop Death Rap Death Rap Death Rap Death Rap Death Rap underground hiphop underground hiphop underground hiphop underground hiphop underground hiphop Necro Necro Necro Necro Necro turntablism turntablism turntablism sex sex sex rapcore rapcore rapcore nice rapshit nice rapshit nice rapshit funny shit funny shit funny shit oral sex oral sex oral sex oral oral oral electronica indie albums I own underground rap
Big Bank Dank (ft Blue Scholars),Olu,7.655,4.93,6.485,happy,happy,"[('happy', 100), ('underground hip-hop', 100), ('feel good', 100), ('upbeat', 100), ('morning', 100), ('lyrical', 100), ('soundtrack to my life', 100), ('Stoney', 100)]",happy happy happy happy happy happy happy happy happy happy underground hip-hop underground hip-hop underground hip-hop underground hip-hop underground hip-hop underground hip-hop underground hip-hop underground hip-hop underground hip-hop underground hip-hop feel good feel good feel good feel good feel good feel good feel good feel good feel good feel good upbeat upbeat upbeat upbeat upbeat upbeat upbeat upbeat upbeat upbeat morning morning morning morning morning morning morning morning morning morning lyrical lyrical lyrical lyrical lyrical lyrical lyrical lyrical lyrical lyrical soundtrack to my life soundtrack to my life soundtrack to my life soundtrack to my life soundtrack to my life soundtrack to my life soundtrack to my life soundtrack to my life soundtrack to my life soundtrack to my life Stoney Stoney Stoney Stoney Stoney Stoney Stoney Stoney Stoney Stoney
Survivalism [Remix to Nine Inch Nails],Church of Machinery,3.94,4.36,4.83,industrial rock,sad,"[('remix', 100), ('industrial rock', 50), ('dark electro', 50), ('NOT INDUSTRIAL', 50), ('Aggrotech', 50), ('fine', 50), ('gritty', 50), ('shiny', 50), ('DarkLight', 50), ('copycats', 50)]",remix remix remix remix remix remix remix remix remix remix industrial rock industrial rock industrial rock industrial rock industrial rock dark electro dark electro dark electro dark electro dark electro NOT INDUSTRIAL NOT INDUSTRIAL NOT INDUSTRIAL NOT INDUSTRIAL NOT INDUSTRIAL Aggrotech Aggrotech Aggrotech Aggrotech Aggrotech fine fine fine fine fine gritty gritty gritty gritty gritty shiny shiny shiny shiny shiny DarkLight DarkLight DarkLight DarkLight DarkLight copycats copycats copycats copycats copycats
Set The Controls For The Heart Of The Sun (2011 - Remaster),Pink Floyd,3.964,3.56,3.816,british,sad,"[('1968', 100), ('british', 50), ('psychedelic', 50), ('Dreamy', 50), ('3', 50), ('art rock', 50), ('Pink Floyd', 50), ('eerie', 50), ('hypnotic', 50), ('spacey', 50), ('4', 50), ('Detached', 50), ('TP', 50), ('A Saucerful of Secrets', 50), ('a6', 50), ('a saucerful of secrets 1968', 50), ('the hum', 50)]",1968 1968 1968 1968 1968 1968 1968 1968 1968 1968 british british british british british psychedelic psychedelic psychedelic psychedelic psychedelic Dreamy Dreamy Dreamy Dreamy Dreamy 3 3 3 3 3 art rock art rock art rock art rock art rock Pink Floyd Pink Floyd Pink Floyd Pink Floyd Pink Floyd eerie eerie eerie eerie eerie hypnotic hypnotic hypnotic hypnotic hypnotic spacey spacey spacey spacey spacey 4 4 4 4 4 Detached Detached Detached Detached Detached TP TP TP TP TP A Saucerful of Secrets A Saucerful of Secrets A Saucerful of Secrets A Saucerful of Secrets A Saucerful of Secrets a6 a6 a6 a6 a6 a saucerful of secrets 1968 a saucerful of secrets 1968 a saucerful of secrets 1968 a saucerful of secrets 1968 a saucerful of secrets 1968 the hum the hum the hum the hum the hum
"Divertimento No. 17 for 2 Horns & Strings In D, K. 334: Menuetto",Dennis Brain,7.32,4.15,6.45,classical,happy,"[('mozart', 100), ('Classical', 50), ('concerto', 50), ('horn', 50), ('Carefree', 50), ('cor', 50), ('cuivre', 50)]",mozart mozart mozart mozart mozart mozart mozart mozart mozart mozart Classical Classical Classical Classical Classical concerto concerto concerto concerto concerto horn horn horn horn horn Carefree Carefree Carefree Carefree Carefree cor cor cor cor cor cuivre cuivre cuivre cuivre cuivre
Why the Owl Wins,Skerror,5.55,4.433333333333334,5.216666666666667,ambient,happy,"[('female', 100), ('ambient', 100), ('fast', 100), ('dark', 100), ('Warp', 100), ('idm', 100), ('mystery', 100), ('bird', 100), ('cyberpunk', 100), ('dark ambient', 100), ('snow', 100), ('sci-fi', 100), ('visual', 100), ('programming', 100), ('fantasy', 100), ('magic', 100), ('art', 100), ('twin peaks', 100), ('slick', 100), ('danger', 100)]",female female female female female female female female female female ambient ambient ambient ambient ambient ambient ambient ambient ambient ambient fast fast fast fast fast fast fast fast fast fast dark dark dark dark dark dark dark dark dark dark Warp Warp Warp Warp Warp Warp Warp Warp Warp Warp idm idm idm idm idm idm idm idm idm idm mystery mystery mystery mystery mystery mystery mystery mystery mystery mystery bird bird bird bird bird bird bird bird bird bird cyberpunk cyberpunk cyberpunk cyberpunk cyberpunk cyberpunk cyberpunk cyberpunk cyberpunk cyberpunk dark ambient dark ambient dark ambient dark ambient dark ambient dark ambient dark ambient dark ambient dark ambient dark ambient snow snow snow snow snow snow snow snow snow snow sci-fi sci-fi sci-fi sci-fi sci-fi sci-fi sci-fi sci-fi sci-fi sci-fi visual visual visual visual visual visual visual visual visual visual programming programming programming programming programming programming programming programming programming programming fantasy fantasy fantasy fantasy fantasy fantasy fantasy fantasy fantasy fantasy magic magic magic magic magic magic magic magic magic magic art art art art art art art art art art twin peaks twin peaks twin peaks twin peaks twin peaks twin peaks twin peaks twin peaks twin peaks twin peaks slick slick slick slick slick slick slick slick slick slick danger danger danger danger danger danger danger danger danger danger
Tunga,Mamadou Diabate,4.87,2.6566666666666667,4.09,world,sad,"[('mali', 100), ('world', 88), ('kora', 88), ('africa', 63), ('african', 38), ('instrumental', 25), ('african blues', 25), ('tunga', 25), ('Classical', 13), ('epic', 13), ('acoustic', 13), ('beautiful', 13), ('me', 13), ('3', 13), ('gentle', 13), ('World Music', 13), ('4', 13), ('Harald', 13), ('gunda', 13), ('schwinge', 13)]",mali mali mali mali mali mali mali mali mali mali world world world world world world world world kora kora kora kora kora kora kora kora africa africa africa africa africa africa african african african instrumental instrumental african blues african blues tunga tunga Classical epic acoustic beautiful me 3 gentle World Music 4 Harald gunda schwinge
"I Take My Chances (Live - Madison, WI)",Mary Chapin Carpenter,5.55,4.29,6.17,piano rock,happy,"[('organic', 100), ('alt folk', 100), ('piano rock', 100), ('en vivo', 100), ('trail mix', 100), ('Clitrock', 100), ('acustica', 100), ('lyrically provocative', 100), ('rachael kt vienna', 100)]",organic organic organic organic organic organic organic organic organic organic alt folk alt folk alt folk alt folk alt folk alt folk alt folk alt folk alt folk alt folk piano rock piano rock piano rock piano rock piano rock piano rock piano rock piano rock piano rock piano rock en vivo en vivo en vivo en vivo en vivo en vivo en vivo en vivo en vivo en vivo trail mix trail mix trail mix trail mix trail mix trail mix trail mix trail mix trail mix trail mix Clitrock Clitrock Clitrock Clitrock Clitrock Clitrock Clitrock Clitrock Clitrock Clitrock acustica acustica acustica acustica acustica acustica acustica acustica acustica acustica lyrically provocative lyrically provocative lyrically provocative lyrically provocative lyrically provocative lyrically provocative lyrically provocative lyrically provocative lyrically provocative lyrically provocative rachael kt vienna rachael kt vienna rachael kt vienna rachael kt vienna rachael kt vienna rachael kt vienna rachael kt vienna rachael kt vienna rachael kt vienna rachael kt vienna
Lose Yourself (8 Mile),Eminem,6.81,5.14,6.54,hip-hop,happy,"[('Hip-Hop', 100), ('strong', 100), ('Eminem', 100), ('my music', 100), ('Meaningful', 100), ('Sincere', 100)]",Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop Hip-Hop strong strong strong strong strong strong strong strong strong strong Eminem Eminem Eminem Eminem Eminem Eminem Eminem Eminem Eminem Eminem my music my music my music my music my music my music my music my music my music my music Meaningful Meaningful Meaningful Meaningful Meaningful Meaningful Meaningful Meaningful Meaningful Meaningful Sincere Sincere Sincere Sincere Sincere Sincere Sincere Sincere Sincere Sincere
Isora Club,Rubén González,5.707777777777777,3.7266666666666666,5.497777777777777,latin,happy,"[('latin', 100), ('cuban', 100), ('piano', 70), ('cuba', 62), ('latin jazz', 62), ('jazz', 54), ('buena vista social club', 47), ('Cuban Jazz', 47), ('chillout', 31), ('dance', 31), ('Afro-Cuban', 31), ('cubana', 31), ('chachacha', 31), ('chill', 24), ('world', 24), ('jazz piano', 24), ('cuba feliz', 24), ('son', 16), ('Carefree', 16), ('ballroom', 16)]",latin latin latin latin latin latin latin latin latin latin cuban cuban cuban cuban cuban cuban cuban cuban cuban cuban piano piano piano piano piano piano piano cuba cuba cuba cuba cuba cuba latin jazz latin jazz latin jazz latin jazz latin jazz latin jazz jazz jazz jazz jazz jazz buena vista social club buena vista social club buena vista social club buena vista social club Cuban Jazz Cuban Jazz Cuban Jazz Cuban Jazz chillout chillout chillout dance dance dance Afro-Cuban Afro-Cuban Afro-Cuban cubana cubana cubana chachacha chachacha chachacha chill chill world world jazz piano jazz piano cuba feliz cuba feliz son Carefree ballroom
Earth To Doris,Was (Not Was),7.0,4.43,5.95,pop,happy,"[('pop', 100), ('spoken word', 100), ('elegant', 100), ('Songs with names', 100), ('songs that are silly', 100), ('the word earth', 100), ('the word to', 100), ('songs with proper names', 100), ('RT Pearls', 100)]",pop pop pop pop pop pop pop pop pop pop spoken word spoken word spoken word spoken word spoken word spoken word spoken word spoken word spoken word spoken word elegant elegant elegant elegant elegant elegant elegant elegant elegant elegant Songs with names Songs with names Songs with names Songs with names Songs with names Songs with names Songs with names Songs with names Songs with names Songs with names songs that are silly songs that are silly songs that are silly songs that are silly songs that are silly songs that are silly songs that are silly songs that are silly songs that are silly songs that are silly the word earth the word earth the word earth the word earth the word earth the word earth the word earth the word earth the word earth the word earth the word to the word to the word to the word to the word to the word to the word to the word to the word to the word to songs with proper names songs with proper names songs with proper names songs with proper names songs with proper names songs with proper names songs with proper names songs with proper names songs with proper names songs with proper names RT Pearls RT Pearls RT Pearls RT Pearls RT Pearls RT Pearls RT Pearls RT Pearls RT Pearls RT Pearls
Visiting,Will Ackerman; William Ackerman,6.55,4.235,6.64,unknown,happy,"[('peaceful', 100), ('ambiance', 100), ('poignant', 100), ('finish the night', 100)]",peaceful peaceful peaceful peaceful peaceful peaceful peaceful peaceful peaceful peaceful ambiance ambiance ambiance ambiance ambiance ambiance ambiance ambiance ambiance ambiance poignant poignant poignant poignant poignant poignant poignant poignant poignant poignant finish the night finish the night finish the night finish the night finish the night finish the night finish the night finish the night finish the night finish the night
Lounge (Closing Time),Modest Mouse,7.078749999999999,4.108750000000001,6.327500000000001,indie,happy,"[('indie', 100), ('indie rock', 85), ('alternative', 62), ('rock', 54), ('alternative rock', 39), ('quirky', 24), ('90s', 24), ('Modest Mouse', 24), ('folk', 16), ('experimental', 16), ('calm', 16), ('Awesome', 16), ('Night Music', 16), ('independent', 16), ('favorite tracks', 16), ('My Favorites', 16), ('test', 8), ('post-rock', 8), ('Love', 8), ('omg', 8)]",indie indie indie indie indie indie indie indie indie indie indie rock indie rock indie rock indie rock indie rock indie rock indie rock indie rock alternative alternative alternative alternative alternative alternative rock rock rock rock rock alternative rock alternative rock alternative rock quirky quirky 90s 90s Modest Mouse Modest Mouse folk experimental calm Awesome Night Music independent favorite tracks My Favorites
Memories,Robert Wyatt,6.601481481481481,4.062296296296296,5.868074074074075,progressive rock,happy,"[('Progressive rock', 100), ('jazz', 67), ('rock', 67), ('atmospheric', 67), ('Canterbury', 67), ('Canterbury Scene', 67), ('Dreamy', 34), ('gentle', 34), ('Dream', 34), ('kalijaa', 34)]",Progressive rock Progressive rock Progressive rock Progressive rock Progressive rock Progressive rock Progressive rock Progressive rock Progressive rock Progressive rock jazz jazz jazz jazz jazz jazz rock rock rock rock rock rock atmospheric atmospheric atmospheric atmospheric atmospheric atmospheric Canterbury Canterbury Canterbury Canterbury Canterbury Canterbury Canterbury Scene Canterbury Scene Canterbury Scene Canterbury Scene Canterbury Scene Canterbury Scene Dreamy Dreamy Dreamy gentle gentle gentle Dream Dream Dream kalijaa kalijaa kalijaa
The Worst,Shel Silverstein,5.4825,3.7475,4.825,unknown,happy,"[('fun', 100), ('lyrical', 100), ('silly', 100), ('childrens', 100), ('goofy', 100), ('bald', 100), ('Shady', 100), ('bearded', 100), ('beard', 100), ('child-like', 100), ('nutty', 100), ('Song Writer', 100), ('grady', 100), ('spelling lobotomy correctly', 100), ('free range caucasians', 100), ('facial hair', 100), ('shady grady', 100), ('Shel', 100), ('penis warrior', 100), ('Uncle Shelby', 100)]",fun fun fun fun fun fun fun fun fun fun lyrical lyrical lyrical lyrical lyrical lyrical lyrical lyrical lyrical lyrical silly silly silly silly silly silly silly silly silly silly childrens childrens childrens childrens childrens childrens childrens childrens childrens childrens goofy goofy goofy goofy goofy goofy goofy goofy goofy goofy bald bald bald bald bald bald bald bald bald bald Shady Shady Shady Shady Shady Shady Shady Shady Shady Shady bearded bearded bearded bearded bearded bearded bearded bearded bearded bearded beard beard beard beard beard beard beard beard beard beard child-like child-like child-like child-like child-like child-like child-like child-like child-like child-like nutty nutty nutty nutty nutty nutty nutty nutty nutty nutty Song Writer Song Writer Song Writer Song Writer Song Writer Song Writer Song Writer Song Writer Song Writer Song Writer grady grady grady grady grady grady grady grady grady grady spelling lobotomy correctly spelling lobotomy correctly spelling lobotomy correctly spelling lobotomy correctly spelling lobotomy correctly spelling lobotomy correctly spelling lobotomy correctly spelling lobotomy correctly spelling lobotomy correctly spelling lobotomy correctly free range caucasians free range caucasians free range caucasians free range caucasians free range caucasians free range caucasians free range caucasians free range caucasians free range caucasians free range caucasians facial hair facial hair facial hair facial hair facial hair facial hair facial hair facial hair facial hair facial hair shady grady shady grady shady grady shady grady shady grady shady grady shady grady shady grady shady grady shady grady Shel Shel Shel Shel Shel Shel Shel Shel Shel Shel penis warrior penis warrior penis warrior penis warrior penis warrior penis warrior penis warrior penis warrior penis warrior penis warrior Uncle Shelby Uncle Shelby Uncle Shelby Uncle Shelby Uncle Shelby Uncle Shelby Uncle Shelby Uncle Shelby Uncle Shelby Uncle Shelby
Thank You!!!,Archaic,5.0,5.28,6.24,thrash metal,sad,"[('beautiful', 100), ('Awesome', 100), ('thrash metal', 100), ('technical', 100), ('genious', 100), ('progressive thrash metal', 100), ('great riffs', 100)]",beautiful beautiful beautiful beautiful beautiful beautiful beautiful beautiful beautiful beautiful Awesome Awesome Awesome Awesome Awesome Awesome Awesome Awesome Awesome Awesome thrash metal thrash metal thrash metal thrash metal thrash metal thrash metal thrash metal thrash metal thrash metal thrash metal technical technical technical technical technical technical technical technical technical technical genious genious genious genious genious genious genious genious genious genious progressive thrash metal progressive thrash metal progressive thrash metal progressive thrash metal progressive thrash metal progressive thrash metal progressive thrash metal progressive thrash metal progressive thrash metal progressive thrash metal great riffs great riffs great riffs great riffs great riffs great riffs great riffs great riffs great riffs great riffs
Soon As I Get Home,Faith Evans,7.199649122807018,4.608947368421053,6.126842105263157,soul,happy,"[('rnb', 100), ('Faith Evans', 87), ('female vocalists', 70), ('soul', 54), ('slow jams', 49), ('90s', 42), ('Soon as i get home', 35), ('love songs', 24), ('r and b', 17), ('Love', 14), ('smooth', 14), ('slow', 10), ('1995', 10), ('90s Rnb', 10), ('quiet storm', 9), ('sensual', 9), ('sex music', 9), ('pop', 7), ('favorites', 7), ('american', 7)]",rnb rnb rnb rnb rnb rnb rnb rnb rnb rnb Faith Evans Faith Evans Faith Evans Faith Evans Faith Evans Faith Evans Faith Evans Faith Evans female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists soul soul soul soul soul slow jams slow jams slow jams slow jams 90s 90s 90s 90s Soon as i get home Soon as i get home Soon as i get home love songs love songs r and b Love smooth slow 1995 90s Rnb
Corduroy,Jaymay,3.34,1.405,3.5,folk,sad,"[('folk', 100), ('female vocalists', 100), ('Mellow', 100), ('wistful', 100), ('charming', 100), ('jaymay', 100), ('miss you', 67), ('This song breaks my heart', 67), ('random love', 67), ('indie', 34), ('piano', 34), ('train songs', 34), ('merken', 34), ('september 08 love', 34), ('munchkinhugs', 34), ('WTOTS', 34)]",folk folk folk folk folk folk folk folk folk folk female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists female vocalists Mellow Mellow Mellow Mellow Mellow Mellow Mellow Mellow Mellow Mellow wistful wistful wistful wistful wistful wistful wistful wistful wistful wistful charming charming charming charming charming charming charming charming charming charming jaymay jaymay jaymay jaymay jaymay jaymay jaymay jaymay jaymay jaymay miss you miss you miss you miss you miss you miss you This song breaks my heart This song breaks my heart This song breaks my heart This song breaks my heart This song breaks my heart This song breaks my heart random love random love random love random love random love random love indie indie indie piano piano piano train songs train songs train songs merken merken merken september 08 love september 08 love september 08 love munchkinhugs munchkinhugs munchkinhugs WTOTS WTOTS WTOTS
Alpha Beta Gaga - Mark Ronson Dub,Air,6.32,5.13,6.18,unknown,happy,"[('whistling', 100), ('beatz', 100)]",whistling whistling whistling whistling whistling whistling whistling whistling whistling whistling beatz beatz beatz beatz beatz beatz beatz beatz beatz beatz
Blaze,Strike Anywhere,7.1450000000000005,5.6274999999999995,6.117499999999999,melodic hardcore,happy,"[('melodic hardcore', 100), ('punk', 43), ('punk rock', 43), ('hardcore', 29), ('Energetic', 15), ('Rousing', 15), ('skate punk', 15), ('political punk', 15), ('hardcore punk', 15), ('Pounding', 15), ('triumphant', 15), ('liberating', 15), ('pulsing', 15), ('Best of the best', 15), ('joyful', 15), ('punkin', 15), ('Blaze', 15), ('enormous', 15), ('galloping', 15), ('rawk on', 15)]",melodic hardcore melodic hardcore melodic hardcore melodic hardcore melodic hardcore melodic hardcore melodic hardcore melodic hardcore melodic hardcore melodic hardcore punk punk punk punk punk rock punk rock punk rock punk rock hardcore hardcore Energetic Rousing skate punk political punk hardcore punk Pounding triumphant liberating pulsing Best of the best joyful punkin Blaze enormous galloping rawk on
Chu Chu Lovely Muni Muni Mura Mura Purin Purin Boron Nurururerorero,Maximum the Hormone,5.11,5.52,5.05,j-rock,happy,"[('J-rock', 100), ('japanese', 60), ('J-Metal', 53), ('Fucking Funny', 45), ('hardcore', 43), ('metal', 25), ('punk', 20), ('hyper', 18), ('jrock', 13), ('bang your head on the walls and scream histerically', 13), ('maximum the hormone', 13), ('Awesome', 10), ('crazy', 10), ('punk rock', 10), ('alternative metal', 10), ('J-Punk', 10), ('rock', 5), ('alternative', 5), ('funny', 5), ('Nu Metal', 5)]",J-rock J-rock J-rock J-rock J-rock J-rock J-rock J-rock J-rock J-rock japanese japanese japanese japanese japanese japanese J-Metal J-Metal J-Metal J-Metal J-Metal Fucking Funny Fucking Funny Fucking Funny Fucking Funny hardcore hardcore hardcore hardcore metal metal punk punk hyper jrock bang your head on the walls and scream histerically maximum the hormone Awesome crazy punk rock alternative metal J-Punk
Stan [Live][*],Elton John/Eminem,6.32,3.23,5.61,rap,happy,"[('rap', 100), ('narrative', 100), ('Eminem', 100), ('hip-pop', 100)]",rap rap rap rap rap rap rap rap rap rap narrative narrative narrative narrative narrative narrative narrative narrative narrative narrative Eminem Eminem Eminem Eminem Eminem Eminem Eminem Eminem Eminem Eminem hip-pop hip-pop hip-pop hip-pop hip-pop hip-pop hip-pop hip-pop hip-pop hip-pop
Nightshift,Sarah Nixey,3.15,3.32,3.15,electronic,sad,"[('electronic', 100), ('rock', 100), ('cover', 100), ('synthpop', 100), ('gloomy', 100), ('unsown', 100), ('justy evil web', 100)]",electronic electronic electronic electronic electronic electronic electronic electronic electronic electronic rock rock rock rock rock rock rock rock rock rock cover cover cover cover cover cover cover cover cover cover synthpop synthpop synthpop synthpop synthpop synthpop synthpop synthpop synthpop synthpop gloomy gloomy gloomy gloomy gloomy gloomy gloomy gloomy gloomy gloomy unsown unsown unsown unsown unsown unsown unsown unsown unsown unsown justy evil web justy evil web justy evil web justy evil web justy evil web justy evil web justy evil web justy evil web justy evil web justy evil web
Embody,Sebastian,8.47,6.049999999999999,7.21,electro,happy,"[('electro', 100), ('french', 58), ('french electro', 58), ('french touch', 43), ('electronic', 29), ('ed banger', 29), ('nu disco', 29), ('electronica', 15), ('happy', 15), ('piano', 15), ('funk', 15), ('funky', 15), ('french house', 15), ('interesting', 15), ('nu rave', 15), ('check out', 15), ('fresh', 15), ('10s', 15), ('personal favourites', 15), ('4 Stars', 15)]",electro electro electro electro electro electro electro electro electro electro french french french french french french electro french electro french electro french electro french electro french touch french touch french touch french touch electronic electronic ed banger ed banger nu disco nu disco electronica happy piano funk funky french house interesting nu rave check out fresh 10s personal favourites 4 Stars
Seragaki (Junkie XL remix),Ryukyu Underground,6.267142857142857,4.47,5.371428571428571,chill,happy,"[('chill', 100), ('Dreamy', 100), ('Progressive House', 100), ('trance', 50), ('atmospheric', 50), ('great', 50), ('exotic', 50), ('early morning music', 50), ('late night music', 50)]",chill chill chill chill chill chill chill chill chill chill Dreamy Dreamy Dreamy Dreamy Dreamy Dreamy Dreamy Dreamy Dreamy Dreamy Progressive House Progressive House Progressive House Progressive House Progressive House Progressive House Progressive House Progressive House Progressive House Progressive House trance trance trance trance trance atmospheric atmospheric atmospheric atmospheric atmospheric great great great great great exotic exotic exotic exotic exotic early morning music early morning music early morning music early morning music early morning music late night music late night music late night music late night music late night music
